"";"fungsi";"iterasi";"populasi";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"optimum";"time"
"elapsed";"f1";100;10;0,186593721011185;0,411816377229798;0,51509480641742;-0,477081029521634;0,44987334745034;-0,962622115031754;0,171122800671922;-2,60756081440089;-0,47080100689202;0,688138597632812;9,3502110100489;0,260000000002037
"elapsed1";"f1";100;30;0,060458394179837;-0,1916511532582;-0,0356333600570269;-0,0290815156092203;0,0950314451548689;0,114335923027087;-0,103422598012139;-0,0437209213179981;-0,0466693963895489;0,0239037732754425;0,0799617074104081;0,549999999999272
"elapsed2";"f1";100;50;0,0338425002070575;-0,0552437771251023;0,0408317355347775;0,0146056921835168;-0,0442045646344847;-0,0652550074063563;0,0123706363606609;0,25400097139252;0,151553635415906;0,0740524435821257;0,105411801048955;1,33000000000175
"elapsed3";"f1";100;100;-0,0490047313653605;0,0220969107084628;-0,0669231382892545;0,0579415563956491;0,00789110299190925;0,00127946665764125;-0,0315456039140289;0,0452451910595509;-0,0349276213847047;0,001529368446129;0,0150541042401921;4,79999999999927
"elapsed4";"f1";500;10;0,00445379952679175;-0,00490573402419596;0,00553645126719804;0,00291227737341317;-0,00708140123518767;-0,00992431648504366;0,0195965632694099;0,00448069725796495;0,00752605134582723;0,00500476104045432;0,000717465531645381;0,479999999999563
"elapsed5";"f1";500;30;-0,00445713669421221;-0,0036062737577084;-0,00219441375019674;0,000947633716355185;0,00104202790239471;0,00135549209283933;0,00579231545831749;-0,000257258526933774;0,00255594616250341;0,00232798530880301;8,70773969589364e-05;2,45000000000073
"elapsed6";"f1";500;50;-0,000711113653136751;0,00250827707221865;0,00234251796815216;0,000352212421101226;-0,00111629037989;0,000942745162406972;-0,00237377457147483;-0,000608083836901992;9,29217273191183e-05;0,000123364724939692;2,0571878144515e-05;5,97000000000116
"elapsed7";"f1";500;100;0,00028277446325601;-0,000693936725192306;-0,00103044451340586;-0,000523131051215335;-0,000267806249130045;-0,00165704586854494;-0,00235437728946836;-0,000134988084707644;0,00029868118294436;-0,000180690756576524;1,03976865678638e-05;20,3999999999978
"elapsed8";"f1";1000;10;3,47775319164575e-05;-4,58977858322337e-05;1,22687882782103e-05;-0,000106293857930049;-0,000101399735646158;-5,3891260521776e-05;0,000120107029021391;6,07451834125666e-05;-9,02370233966514e-05;-3,03109933266054e-05;5,51283176558124e-08;0,930000000000291
"elapsed9";"f1";1000;30;9,04913586575043e-06;1,76850302406277e-05;3,22260527196036e-06;2,73432929392481e-05;8,2590062983034e-06;1,37345333115936e-05;2,19311395495796e-06;1,98903562543746e-05;2,08199288788183e-05;1,01998488299319e-05;2,34747897376971e-09;5,09999999999854
"elapsed10";"f1";1000;50;4,37605734382818e-06;1,6664480994845e-05;1,52179670211288e-05;-4,89039869647896e-06;-1,66945197866985e-05;-6,27630403840354e-06;9,88330002197933e-06;4,02098342554693e-06;-3,44205726830681e-07;3,80309823211159e-06;9,98886268440111e-10;10,9500000000007
"elapsed11";"f1";1000;100;9,12739264265182e-06;-1,72919180359288e-06;-1,07729658464865e-06;2,32496222483185e-06;-6,25011330556278e-06;-6,66759473520604e-06;-1,08781768267958e-05;-1,01532244007908e-07;-6,66668437624313e-07;4,81496700840911e-06;3,18359547879661e-10;35,8300000000017
"elapsed12";"f2";100;10;-0,505026313446415;-0,037397630283747;-0,000203516417003211;-0,141181906277974;-0,0160225861903815;-0,0397898068325718;1,04593086990584;0,142970856111037;0,375937562316454;0,0108007656687215;2,31526181345224;0,109999999996944
"elapsed13";"f2";100;30;0,0177100721754412;-0,00442157734992468;-0,00911501404885499;-0,00624149612796873;0,03050795066206;0,0210226536240221;-0,00614618814635612;0,00336666675613944;0,00576287539066818;-0,00629259871923163;0,110587093000667;0,5
"elapsed14";"f2";100;50;0,00561893757242131;-0,00313984594551763;-0,00377502560158826;-0,00789044614309552;-0,00383304681052504;-0,00695049804858765;0,00678534105584824;-0,00772818302399643;0,00151637566716629;0,00565714994902871;0,0528948498177751;1,13000000000102
