"";"fungsi";"iterasi";"populasi";"numVar";"selectionSize";"multipicationFactor";"hypermutationRate";"optimum";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"time"
"1";"f3";100;10;5;1;0,1;0,1;1075,79699822066;-12,122410768643;-6,28285822458565;38,6903307400644;-12,8965945914388;-18,5247614979744;0;0;0;0;0;0,150000000000091
"2";"f3";100;10;5;1;0,1;0,5;3402,22222307978;-31,1604517977685;49,4070073589683;-29,7893638722599;51,7694007605314;-58,8517505209893;0;0;0;0;0;0,1099999999999
"3";"f3";100;10;5;1;0,5;0,1;855,490093967653;-24,696770356968;23,417090671137;3,2632484100759;-8,73244372196496;-7,19530619680882;0;0;0;0;0;0,1400000000001
"4";"f3";100;10;5;1;0,5;0,5;275,557673454518;5,77827142551541;-4,71415617503226;13,2277987431735;-15,632777987048;7,25526926107705;0;0;0;0;0;0,139999999999873
"5";"f3";100;10;5;5;0,1;0,1;3636,83114824027;-8,91354982741177;-14,1031906940043;28,4651728812605;47,7805744856596;-66,0585371777415;0;0;0;0;0;0,130000000000109
"6";"f3";100;10;5;5;0,1;0,5;774,833648597544;6,97711412794888;-29,6297390945256;36,7862435989082;-17,6366700325161;2,51231207512319;0;0;0;0;0;0,119999999999891
"7";"f3";100;10;5;5;0,5;0,1;238,388360989327;-3,59968449920416;0,20245430059731;14,2812834586948;-19,2704380489886;3,37685444392264;0;0;0;0;0;0,220000000000027
"8";"f3";100;10;5;5;0,5;0,5;345,121824612064;13,1942954380065;-10,4946489445865;-11,3567191176116;-0,434055225923657;11,5712063387036;0;0;0;0;0;0,160000000000082
"9";"f3";100;50;5;10;0,1;0,1;1169,06264297103;27,4288243148476;-45,6797309219837;20,9457721095532;-11,1294325906783;6,14930437877774;0;0;0;0;0;0,179999999999836
"10";"f3";100;50;5;10;0,1;0,5;397,563993594471;13,8092576526105;-25,2421668730676;20,1086368411779;-7,76028176769614;-0,690295733511448;0;0;0;0;0;0,220000000000027
"11";"f3";100;50;5;10;0,5;0,1;113,434825148604;-0,169950211420655;-3,89416785910726;11,0452498309314;-10,5742458254099;9,52962962910533;0;0;0;0;0;0,410000000000082
"12";"f3";100;50;5;10;0,5;0,5;183,066792609222;11,3600751385093;-18,3754001744092;8,5664383135736;-2,32917945832014;2,11573606356978;0;0;0;0;0;0,3599999999999
"13";"f3";100;50;5;25;0,1;0,1;277,04627125674;5,81185277551413;-13,6352669913322;19,9474559631199;-18,0337675381452;6,29127705469728;0;0;0;0;0;0,210000000000036
"14";"f3";100;50;5;25;0,1;0,5;620,906675168539;-22,9151495732367;30,7786871679127;-2,72027477622032;-7,77985169552267;1,88650996424258;0;0;0;0;0;0,220000000000027
"15";"f3";100;50;5;25;0,5;0,1;87,4255628271301;-8,73291525058448;11,5755341481417;-3,74286025762558;-0,157811911776662;-0,014961464330554;0;0;0;0;0;0,470000000000027
"16";"f3";100;50;5;25;0,5;0,5;8,96081810674939;2,3374701384455;-2,21742335706949;-0,049087218940258;-1,93498870357871;1,80925386957824;0;0;0;0;0;0,480000000000018
"17";"f3";100;100;5;20;0,1;0,1;157,968027797619;3,89546691440046;0,06825877353549;-11,506148474291;15,8105860929936;-6,91480524837971;0;0;0;0;0;0,269999999999982
"18";"f3";100;100;5;20;0,1;0,5;870,776917137249;22,030759556219;-41,4020735770464;21,9499194994569;-4,40872968174517;1,41038284637034;0;0;0;0;0;0,259999999999991
"19";"f3";100;100;5;20;0,5;0,1;9,58981891331016;-1,51625694707036;2,72702556103468;-2,97497850842774;2,58047706447542;-2,24668476730585;0;0;0;0;0;0,809999999999945
"20";"f3";100;100;5;20;0,5;0,5;23,4296543547779;-1,04172178544104;2,69696628674865;-5,00006577931345;6,13534864969552;-1,996951084584;0;0;0;0;0;0,799999999999955
"21";"f3";100;100;5;50;0,1;0,1;100,060246583405;-7,24310749210417;12,4462031759322;-8,45238161273301;2,994683990255;-2,89226230233908;0;0;0;0;0;0,319999999999936
"22";"f3";100;100;5;50;0,1;0,5;402,743943495605;-9,53025128692389;-5,933737475425;19,6731838863343;-8,74076727777719;-1,34472222998738;0;0;0;0;0;0,279999999999973
"23";"f3";100;100;5;50;0,5;0,1;35,7811389940078;-2,732337359339;7,74547234177589;-3,65165118128061;-0,524993427097797;-0,0423903111368418;0;0;0;0;0;0,950000000000045
"24";"f3";100;100;5;50;0,5;0,5;16,5807407440444;-1,62768033333123;-0,674118427559733;4,97365212067962;-3,88108706101775;1,38832423835993;0;0;0;0;0;0,970000000000027
"25";"f3";500;10;5;1;0,1;0,1;458,754692474316;-16,3740338757634;28,5067583434284;-8,10672822408378;-9,069036366418;6,38535330072045;0;0;0;0;0;0,569999999999936
"26";"f3";500;10;5;1;0,1;0,5;93,4445769733451;-4,57017458975315;0,604335870593786;2,57831439375877;-2,44679320603609;10,1749002933502;0;0;0;0;0;0,559999999999945
"27";"f3";500;10;5;1;0,5;0,1;438,373032678527;6,56964308582246;-15,4870324302465;21,6204506345093;-25,0364643521607;13,8208143878728;0;0;0;0;0;0,660000000000082
"28";"f3";500;10;5;1;0,5;0,5;197,439885123839;9,99756129458547;-18,3305210899562;9,7393412142992;-6,33193687535822;3,57966204173863;0;0;0;0;0;0,670000000000073
"29";"f3";500;10;5;5;0,1;0,1;1299,59599316021;-1,71439750120044;22,9840093292296;-45,382473198697;39,4408143125474;-10,0474016275257;0;0;0;0;0;0,639999999999873
"30";"f3";500;10;5;5;0,1;0,5;839,831883104528;1,67483570985496;10,2806693408638;12,7577702980489;-32,3085491545498;2,52984738908708;0;0;0;0;0;0,600000000000136
"31";"f3";500;10;5;5;0,5;0,1;41,8212924395319;-3,81131959147751;2,67222416587174;5,47725004144013;-6,77993930876255;1,33919725194573;0;0;0;0;0;0,779999999999973
"32";"f3";500;10;5;5;0,5;0,5;34,8340940920584;-0,18877787515521;4,67835981398821;-7,40361576899886;5,172503227368;-1,23385540209711;0;0;0;0;0;0,809999999999945
"33";"f3";500;50;5;10;0,1;0,1;24,0795545321464;-3,00136310979724;6,22310801409185;-4,45502931252122;2,88742743432522;-2,31335028074682;0;0;0;0;0;0,889999999999873
"34";"f3";500;50;5;10;0,1;0,5;43,3820787629517;5,20075038075447;-8,79075047560036;2,93721915222704;-0,95046698115766;2,27380492724478;0;0;0;0;0;0,830000000000155
"35";"f3";500;50;5;10;0,5;0,1;7,26840086231433;1,99450477957726;-2,24331920035183;-1,09952897764742;0,599775649607182;-0,173418875783682;0;0;0;0;0;1,88999999999987
